"id","customer_id","order_number","payment_id","order_date","ship_date","request_date","sales_tax","freight","deleted","deleted_date","paid","payment_date","fulfilled"
43,43,43,43,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
44,44,44,44,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
45,45,45,45,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
46,46,46,46,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
47,47,47,47,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
48,48,48,48,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
49,49,49,49,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
50,50,50,50,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
51,51,51,51,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
52,52,52,52,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
53,53,53,53,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
54,54,54,54,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
55,55,55,55,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
56,56,56,56,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
57,57,57,57,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
58,58,58,58,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
59,59,59,59,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
60,60,60,60,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
61,61,61,61,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
62,62,62,62,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
63,63,63,63,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
64,64,64,64,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
65,65,65,65,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
66,66,66,66,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
67,67,67,67,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
68,68,68,68,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
69,69,69,69,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
70,70,70,70,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
71,71,71,71,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
72,72,72,72,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
73,73,73,73,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
74,74,74,74,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
75,75,75,75,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
76,76,76,76,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
77,77,77,77,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
78,78,78,78,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
79,79,79,79,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
80,80,80,80,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
81,81,81,81,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
82,82,82,82,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
83,83,83,83,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
84,84,84,84,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
85,85,85,85,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
86,86,86,86,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
87,87,87,87,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
88,88,88,88,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
89,89,89,89,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
90,90,90,90,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
91,91,91,91,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
92,92,92,92,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
93,93,93,93,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
94,94,94,94,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
95,95,95,95,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
96,96,96,96,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
97,97,97,97,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
98,98,98,98,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
99,99,99,99,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
100,100,100,100,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
101,101,101,101,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
102,102,102,102,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
103,103,103,103,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
104,104,104,104,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
105,105,105,105,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
106,106,106,106,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
107,107,107,107,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
108,108,108,108,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
109,109,109,109,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
110,110,110,110,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
111,111,111,111,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
112,112,112,112,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
113,113,113,113,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
114,114,114,114,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
115,115,115,115,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
116,116,116,116,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
117,117,117,117,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
118,118,118,118,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
119,119,119,119,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
120,120,120,120,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
121,121,121,121,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
122,122,122,122,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
123,123,123,123,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
124,124,124,124,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
125,125,125,125,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
126,126,126,126,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
127,127,127,127,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
128,128,128,128,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
129,129,129,129,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
130,130,130,130,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
131,131,131,131,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
132,132,132,132,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
133,133,133,133,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
134,134,134,134,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
135,135,135,135,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
136,136,136,136,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
137,137,137,137,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
138,138,138,138,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
139,139,139,139,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
140,140,140,140,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
141,141,141,141,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
142,142,142,142,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
143,143,143,143,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
144,144,144,144,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
145,145,145,145,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
146,146,146,146,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
147,147,147,147,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
148,148,148,148,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
149,149,149,149,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
150,150,150,150,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
151,151,151,151,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
152,152,152,152,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
153,153,153,153,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
154,154,154,154,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
155,155,155,155,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
156,156,156,156,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
157,157,157,157,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
158,158,158,158,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
159,159,159,159,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
160,160,160,160,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
161,161,161,161,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
162,162,162,162,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
163,163,163,163,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
164,164,164,164,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
165,165,165,165,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
166,166,166,166,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
167,167,167,167,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
168,168,168,168,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
169,169,169,169,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
170,170,170,170,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
171,171,171,171,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
172,172,172,172,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
173,173,173,173,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
174,174,174,174,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
175,175,175,175,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
176,176,176,176,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
177,177,177,177,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
178,178,178,178,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
179,179,179,179,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
180,180,180,180,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
181,181,181,181,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
182,182,182,182,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
183,183,183,183,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
184,184,184,184,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
185,185,185,185,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
186,186,186,186,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
187,187,187,187,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
188,188,188,188,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
189,189,189,189,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
190,190,190,190,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
191,191,191,191,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
192,192,192,192,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
193,193,193,193,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
194,194,194,194,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
195,195,195,195,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
196,196,196,196,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
197,197,197,197,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
198,198,198,198,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
199,199,199,199,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
200,200,200,200,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
201,201,201,201,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
202,202,202,202,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
203,203,203,203,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
204,204,204,204,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
205,205,205,205,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
206,206,206,206,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
207,207,207,207,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
208,208,208,208,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
209,209,209,209,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
210,210,210,210,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
211,211,211,211,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
212,212,212,212,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
213,213,213,213,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
214,214,214,214,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
215,215,215,215,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
216,216,216,216,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
217,217,217,217,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
218,218,218,218,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
219,219,219,219,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
220,220,220,220,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
221,221,221,221,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
222,222,222,222,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
223,223,223,223,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
224,224,224,224,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
225,225,225,225,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
226,226,226,226,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
227,227,227,227,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
228,228,228,228,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
229,229,229,229,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
230,230,230,230,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
231,231,231,231,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
232,232,232,232,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
233,233,233,233,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
234,234,234,234,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
235,235,235,235,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
236,236,236,236,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
237,237,237,237,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
238,238,238,238,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
239,239,239,239,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
240,240,240,240,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
241,241,241,241,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
242,242,242,242,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
243,243,243,243,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
244,244,244,244,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
245,245,245,245,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
246,246,246,246,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
247,247,247,247,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
248,248,248,248,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
249,249,249,249,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
250,250,250,250,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
251,251,251,251,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
252,252,252,252,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
253,253,253,253,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
254,254,254,254,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
255,255,255,255,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
256,256,256,256,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
257,257,257,257,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
258,258,258,258,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
259,259,259,259,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
260,260,260,260,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
261,261,261,261,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
262,262,262,262,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
263,263,263,263,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
264,264,264,264,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
265,265,265,265,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
266,266,266,266,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
267,267,267,267,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
268,268,268,268,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
269,269,269,269,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
270,270,270,270,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
271,271,271,271,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
272,272,272,272,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
273,273,273,273,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
274,274,274,274,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
275,275,275,275,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
276,276,276,276,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
277,277,277,277,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
278,278,278,278,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
279,279,279,279,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
280,280,280,280,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
281,281,281,281,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
282,282,282,282,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
283,283,283,283,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
284,284,284,284,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
285,285,285,285,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
286,286,286,286,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
287,287,287,287,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
288,288,288,288,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
289,289,289,289,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
290,290,290,290,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
291,291,291,291,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
292,292,292,292,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
293,293,293,293,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
294,294,294,294,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
295,295,295,295,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
296,296,296,296,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
297,297,297,297,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
298,298,298,298,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
299,299,299,299,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
300,300,300,300,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
301,301,301,301,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
302,302,302,302,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
303,303,303,303,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
304,304,304,304,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
305,305,305,305,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
306,306,306,306,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
307,307,307,307,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
308,308,308,308,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
309,309,309,309,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
310,310,310,310,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
311,311,311,311,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
312,312,312,312,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
313,313,313,313,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
314,314,314,314,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
315,315,315,315,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
