"id","product_id","order_number","qnty","price","discount","final_price","deleted","deleted_date","paid","payment_date","fulfilled"
160,160,160,4,17,2,15,2,NA,2,NA,2
161,161,161,5,77,10,67,1,NA,1,NA,1
162,162,162,6,47,10,37,2,NA,2,NA,2
163,163,163,1,45,3,42,1,NA,1,NA,1
164,164,164,2,78,1,77,2,NA,2,NA,2
165,165,165,3,99,2,97,1,NA,1,NA,1
166,166,166,4,19,10,9,2,NA,2,NA,2
167,167,167,5,82,9,73,1,NA,1,NA,1
168,168,168,6,45,5,40,2,NA,2,NA,2
169,169,169,1,28,5,23,1,NA,1,NA,1
170,170,170,2,6,4,2,2,NA,2,NA,2
171,171,171,3,86,9,77,1,NA,1,NA,1
172,172,172,4,73,4,69,2,NA,2,NA,2
173,173,173,5,96,8,88,1,NA,1,NA,1
174,174,174,6,61,4,57,2,NA,2,NA,2
175,175,175,1,63,7,56,1,NA,1,NA,1
176,176,176,2,12,3,9,2,NA,2,NA,2
177,177,177,3,37,2,35,1,NA,1,NA,1
178,178,178,4,49,4,45,2,NA,2,NA,2
179,179,179,5,25,8,17,1,NA,1,NA,1
180,180,180,6,92,6,86,2,NA,2,NA,2
181,181,181,1,81,8,73,1,NA,1,NA,1
182,182,182,2,54,4,50,2,NA,2,NA,2
183,183,183,3,91,6,85,1,NA,1,NA,1
184,184,184,4,72,9,63,2,NA,2,NA,2
185,185,185,5,30,8,22,1,NA,1,NA,1
186,186,186,6,20,4,16,2,NA,2,NA,2
187,187,187,1,68,7,61,1,NA,1,NA,1
188,188,188,2,3,2,1,2,NA,2,NA,2
189,189,189,3,84,8,76,1,NA,1,NA,1
190,190,190,4,11,4,7,2,NA,2,NA,2
191,191,191,5,71,5,66,1,NA,1,NA,1
192,192,192,6,79,1,78,2,NA,2,NA,2
193,193,193,1,59,10,49,1,NA,1,NA,1
194,194,194,2,11,2,9,2,NA,2,NA,2
195,195,195,3,81,3,78,1,NA,1,NA,1
196,196,196,4,99,10,89,2,NA,2,NA,2
197,197,197,5,44,9,35,1,NA,1,NA,1
198,198,198,6,82,6,76,2,NA,2,NA,2
199,199,199,1,12,1,11,1,NA,1,NA,1
200,200,200,2,87,3,84,2,NA,2,NA,2
201,201,201,3,83,1,82,1,NA,1,NA,1
202,202,202,4,93,9,84,2,NA,2,NA,2
203,203,203,5,28,7,21,1,NA,1,NA,1
204,204,204,6,73,1,72,2,NA,2,NA,2
205,205,205,1,8,5,3,1,NA,1,NA,1
206,206,206,2,20,1,19,2,NA,2,NA,2
207,207,207,3,21,10,11,1,NA,1,NA,1
208,208,208,4,60,5,55,2,NA,2,NA,2
209,209,209,5,17,4,13,1,NA,1,NA,1
210,210,210,6,85,8,77,2,NA,2,NA,2
211,211,211,1,94,6,88,1,NA,1,NA,1
212,212,212,2,61,9,52,2,NA,2,NA,2
213,213,213,3,63,3,60,1,NA,1,NA,1
214,214,214,4,71,1,70,2,NA,2,NA,2
215,215,215,5,81,1,80,1,NA,1,NA,1
216,216,216,6,72,5,67,2,NA,2,NA,2
217,217,217,1,16,4,12,1,NA,1,NA,1
218,218,218,2,15,8,7,2,NA,2,NA,2
219,219,219,3,52,3,49,1,NA,1,NA,1
220,220,220,4,35,8,27,2,NA,2,NA,2
221,221,221,5,58,3,55,1,NA,1,NA,1
222,222,222,6,100,1,99,2,NA,2,NA,2
223,223,223,1,27,8,19,1,NA,1,NA,1
224,224,224,2,51,3,48,2,NA,2,NA,2
225,225,225,3,4,3,1,1,NA,1,NA,1
226,226,226,4,66,10,56,2,NA,2,NA,2
227,227,227,5,25,5,20,1,NA,1,NA,1
228,228,228,6,31,6,25,2,NA,2,NA,2
229,229,229,1,50,2,48,1,NA,1,NA,1
230,230,230,2,27,7,20,2,NA,2,NA,2
231,231,231,3,24,8,16,1,NA,1,NA,1
232,232,232,4,12,2,10,2,NA,2,NA,2
233,233,233,5,54,10,44,1,NA,1,NA,1
234,234,234,6,34,3,31,2,NA,2,NA,2
235,235,235,1,44,5,39,1,NA,1,NA,1
236,236,236,2,39,8,31,2,NA,2,NA,2
237,237,237,3,79,10,69,1,NA,1,NA,1
238,238,238,4,63,7,56,2,NA,2,NA,2
239,239,239,5,54,4,50,1,NA,1,NA,1
240,240,240,6,34,4,30,2,NA,2,NA,2
241,241,241,1,45,4,41,1,NA,1,NA,1
242,242,242,2,35,4,31,2,NA,2,NA,2
243,243,243,3,92,5,87,1,NA,1,NA,1
244,244,244,4,61,6,55,2,NA,2,NA,2
245,245,245,5,64,10,54,1,NA,1,NA,1
246,246,246,6,84,9,75,2,NA,2,NA,2
247,247,247,1,10,4,6,1,NA,1,NA,1
248,248,248,2,85,4,81,2,NA,2,NA,2
249,249,249,3,7,10,-3,1,NA,1,NA,1
250,250,250,4,39,5,34,2,NA,2,NA,2
251,251,251,5,100,6,94,1,NA,1,NA,1
252,252,252,6,39,6,33,2,NA,2,NA,2
253,253,253,1,41,6,35,1,NA,1,NA,1
254,254,254,2,20,4,16,2,NA,2,NA,2
255,255,255,3,28,8,20,1,NA,1,NA,1
256,256,256,4,36,5,31,2,NA,2,NA,2
257,257,257,5,40,7,33,1,NA,1,NA,1
258,258,258,6,64,6,58,2,NA,2,NA,2
259,259,259,1,42,9,33,1,NA,1,NA,1
260,260,260,2,62,1,61,2,NA,2,NA,2
261,261,261,3,47,10,37,1,NA,1,NA,1
262,262,262,4,81,6,75,2,NA,2,NA,2
263,263,263,5,52,5,47,1,NA,1,NA,1
264,264,264,6,73,3,70,2,NA,2,NA,2
265,265,265,1,25,1,24,1,NA,1,NA,1
266,266,266,2,81,2,79,2,NA,2,NA,2
267,267,267,3,74,10,64,1,NA,1,NA,1
268,268,268,4,53,8,45,2,NA,2,NA,2
269,269,269,5,59,1,58,1,NA,1,NA,1
270,270,270,6,17,2,15,2,NA,2,NA,2
271,271,271,1,40,8,32,1,NA,1,NA,1
272,272,272,2,71,2,69,2,NA,2,NA,2
273,273,273,3,21,10,11,1,NA,1,NA,1
274,274,274,4,60,8,52,2,NA,2,NA,2
275,275,275,5,92,8,84,1,NA,1,NA,1
276,276,276,6,63,2,61,2,NA,2,NA,2
277,277,277,1,85,3,82,1,NA,1,NA,1
278,278,278,2,5,1,4,2,NA,2,NA,2
279,279,279,3,52,2,50,1,NA,1,NA,1
280,280,280,4,89,10,79,2,NA,2,NA,2
281,281,281,5,75,9,66,1,NA,1,NA,1
282,282,282,6,43,10,33,2,NA,2,NA,2
283,283,283,1,73,6,67,1,NA,1,NA,1
284,284,284,2,91,7,84,2,NA,2,NA,2
285,285,285,3,15,5,10,1,NA,1,NA,1
286,286,286,4,10,10,0,2,NA,2,NA,2
287,287,287,5,90,3,87,1,NA,1,NA,1
288,288,288,6,92,2,90,2,NA,2,NA,2
289,289,289,1,34,1,33,1,NA,1,NA,1
290,290,290,2,40,5,35,2,NA,2,NA,2
291,291,291,3,77,1,76,1,NA,1,NA,1
292,292,292,4,93,4,89,2,NA,2,NA,2
293,293,293,5,93,4,89,1,NA,1,NA,1
294,294,294,6,5,4,1,2,NA,2,NA,2
295,295,295,1,84,10,74,1,NA,1,NA,1
296,296,296,2,12,7,5,2,NA,2,NA,2
297,297,297,3,75,9,66,1,NA,1,NA,1
298,298,298,4,92,8,84,2,NA,2,NA,2
299,299,299,5,44,10,34,1,NA,1,NA,1
300,300,300,6,42,1,41,2,NA,2,NA,2
301,301,301,1,59,2,57,1,NA,1,NA,1
302,302,302,2,21,10,11,2,NA,2,NA,2
303,303,303,3,37,9,28,1,NA,1,NA,1
304,304,304,4,64,9,55,2,NA,2,NA,2
305,305,305,5,99,5,94,1,NA,1,NA,1
306,306,306,6,96,9,87,2,NA,2,NA,2
307,307,307,1,94,7,87,1,NA,1,NA,1
308,308,308,2,52,5,47,2,NA,2,NA,2
309,309,309,3,23,10,13,1,NA,1,NA,1
310,310,310,4,86,7,79,2,NA,2,NA,2
311,311,311,5,42,1,41,1,NA,1,NA,1
312,312,312,6,20,5,15,2,NA,2,NA,2
313,313,313,1,9,9,0,1,NA,1,NA,1
314,314,314,2,40,9,31,2,NA,2,NA,2
315,315,315,3,64,3,61,1,NA,1,NA,1
316,316,316,4,27,3,24,2,NA,2,NA,2
317,317,317,5,98,1,97,1,NA,1,NA,1
318,318,318,6,88,8,80,2,NA,2,NA,2
319,319,319,1,5,6,-1,1,NA,1,NA,1
320,320,320,2,28,7,21,2,NA,2,NA,2
321,321,321,3,34,10,24,1,NA,1,NA,1
322,322,322,4,51,10,41,2,NA,2,NA,2
323,323,323,5,25,2,23,1,NA,1,NA,1
324,324,324,6,9,7,2,2,NA,2,NA,2
325,325,325,1,27,3,24,1,NA,1,NA,1
326,326,326,2,92,7,85,2,NA,2,NA,2
327,327,327,3,2,10,-8,1,NA,1,NA,1
328,328,328,4,56,7,49,2,NA,2,NA,2
329,329,329,5,56,10,46,1,NA,1,NA,1
330,330,330,6,22,6,16,2,NA,2,NA,2
331,331,331,1,53,6,47,1,NA,1,NA,1
332,332,332,2,58,6,52,2,NA,2,NA,2
333,333,333,3,13,8,5,1,NA,1,NA,1
334,334,334,4,11,6,5,2,NA,2,NA,2
335,335,335,5,51,2,49,1,NA,1,NA,1
336,336,336,6,62,5,57,2,NA,2,NA,2
337,337,337,1,46,7,39,1,NA,1,NA,1
338,338,338,2,65,2,63,2,NA,2,NA,2
339,339,339,3,54,8,46,1,NA,1,NA,1
340,340,340,4,36,6,30,2,NA,2,NA,2
341,341,341,5,32,4,28,1,NA,1,NA,1
342,342,342,6,64,10,54,2,NA,2,NA,2
343,343,343,1,65,6,59,1,NA,1,NA,1
344,344,344,2,74,3,71,2,NA,2,NA,2
345,345,345,3,32,2,30,1,NA,1,NA,1
346,346,346,4,30,7,23,2,NA,2,NA,2
347,347,347,5,67,10,57,1,NA,1,NA,1
348,348,348,6,21,2,19,2,NA,2,NA,2
349,349,349,1,44,4,40,1,NA,1,NA,1
350,350,350,2,48,6,42,2,NA,2,NA,2
351,351,351,3,43,9,34,1,NA,1,NA,1
352,352,352,4,73,7,66,2,NA,2,NA,2
353,353,353,5,35,6,29,1,NA,1,NA,1
354,354,354,6,14,6,8,2,NA,2,NA,2
355,355,355,1,75,10,65,1,NA,1,NA,1
356,356,356,2,64,6,58,2,NA,2,NA,2
357,357,357,3,1,1,0,1,NA,1,NA,1
358,358,358,4,47,8,39,2,NA,2,NA,2
359,359,359,5,20,10,10,1,NA,1,NA,1
360,360,360,6,13,9,4,2,NA,2,NA,2
361,361,361,1,57,3,54,1,NA,1,NA,1
362,362,362,2,15,5,10,2,NA,2,NA,2
363,363,363,3,92,7,85,1,NA,1,NA,1
364,364,364,4,23,1,22,2,NA,2,NA,2
365,365,365,5,39,3,36,1,NA,1,NA,1
366,366,366,6,60,9,51,2,NA,2,NA,2
367,367,367,1,53,3,50,1,NA,1,NA,1
368,368,368,2,66,1,65,2,NA,2,NA,2
369,369,369,3,39,1,38,1,NA,1,NA,1
370,370,370,4,17,5,12,2,NA,2,NA,2
371,371,371,5,30,3,27,1,NA,1,NA,1
372,372,372,6,65,2,63,2,NA,2,NA,2
373,373,373,1,50,1,49,1,NA,1,NA,1
374,374,374,2,69,5,64,2,NA,2,NA,2
375,375,375,3,59,5,54,1,NA,1,NA,1
376,376,376,4,35,6,29,2,NA,2,NA,2
377,377,377,5,82,6,76,1,NA,1,NA,1
378,378,378,6,94,7,87,2,NA,2,NA,2
379,379,379,1,85,7,78,1,NA,1,NA,1
380,380,380,2,75,10,65,2,NA,2,NA,2
381,381,381,3,8,9,-1,1,NA,1,NA,1
382,382,382,4,6,10,-4,2,NA,2,NA,2
383,383,383,5,99,5,94,1,NA,1,NA,1
384,384,384,6,31,4,27,2,NA,2,NA,2
385,385,385,1,37,3,34,1,NA,1,NA,1
386,386,386,2,53,10,43,2,NA,2,NA,2
387,387,387,3,31,7,24,1,NA,1,NA,1
388,388,388,4,54,3,51,2,NA,2,NA,2
389,389,389,5,94,6,88,1,NA,1,NA,1
390,390,390,6,87,6,81,2,NA,2,NA,2
391,391,391,1,75,10,65,1,NA,1,NA,1
392,392,392,2,17,1,16,2,NA,2,NA,2
393,393,393,3,49,3,46,1,NA,1,NA,1
394,394,394,4,34,6,28,2,NA,2,NA,2
395,395,395,5,5,8,-3,1,NA,1,NA,1
396,396,396,6,9,10,-1,2,NA,2,NA,2
397,397,397,1,36,8,28,1,NA,1,NA,1
398,398,398,2,55,1,54,2,NA,2,NA,2
399,399,399,3,11,9,2,1,NA,1,NA,1
400,400,400,4,34,5,29,2,NA,2,NA,2
401,401,401,5,10,8,2,1,NA,1,NA,1
402,402,402,6,65,3,62,2,NA,2,NA,2
403,403,403,1,68,7,61,1,NA,1,NA,1
404,404,404,2,83,1,82,2,NA,2,NA,2
405,405,405,3,74,3,71,1,NA,1,NA,1
406,406,406,4,81,8,73,2,NA,2,NA,2
407,407,407,5,68,9,59,1,NA,1,NA,1
408,408,408,6,31,3,28,2,NA,2,NA,2
409,409,409,1,3,3,0,1,NA,1,NA,1
410,410,410,2,74,9,65,2,NA,2,NA,2
411,411,411,3,51,4,47,1,NA,1,NA,1
412,412,412,4,23,9,14,2,NA,2,NA,2
413,413,413,5,23,3,20,1,NA,1,NA,1
414,414,414,6,60,6,54,2,NA,2,NA,2
415,415,415,1,21,7,14,1,NA,1,NA,1
416,416,416,2,63,8,55,2,NA,2,NA,2
417,417,417,3,55,4,51,1,NA,1,NA,1
418,418,418,4,40,1,39,2,NA,2,NA,2
419,419,419,5,32,7,25,1,NA,1,NA,1
420,420,420,6,60,1,59,2,NA,2,NA,2
421,421,421,1,62,3,59,1,NA,1,NA,1
422,422,422,2,77,2,75,2,NA,2,NA,2
423,423,423,3,16,5,11,1,NA,1,NA,1
424,424,424,4,89,2,87,2,NA,2,NA,2
425,425,425,5,42,1,41,1,NA,1,NA,1
426,426,426,6,70,1,69,2,NA,2,NA,2
427,427,427,1,61,2,59,1,NA,1,NA,1
428,428,428,2,26,2,24,2,NA,2,NA,2
429,429,429,3,17,3,14,1,NA,1,NA,1
430,430,430,4,74,4,70,2,NA,2,NA,2
431,431,431,5,43,4,39,1,NA,1,NA,1
432,432,432,6,57,4,53,2,NA,2,NA,2
433,433,433,1,47,8,39,1,NA,1,NA,1
434,434,434,2,8,3,5,2,NA,2,NA,2
435,435,435,3,84,9,75,1,NA,1,NA,1
436,436,436,4,23,6,17,2,NA,2,NA,2
437,437,437,5,76,4,72,1,NA,1,NA,1
438,438,438,6,81,6,75,2,NA,2,NA,2
439,439,439,1,39,7,32,1,NA,1,NA,1
440,440,440,2,82,1,81,2,NA,2,NA,2
441,441,441,3,91,3,88,1,NA,1,NA,1
442,442,442,4,20,8,12,2,NA,2,NA,2
443,443,443,5,83,1,82,1,NA,1,NA,1
444,444,444,6,57,8,49,2,NA,2,NA,2
445,445,445,1,56,2,54,1,NA,1,NA,1
446,446,446,2,37,10,27,2,NA,2,NA,2
447,447,447,3,98,2,96,1,NA,1,NA,1
448,448,448,4,22,2,20,2,NA,2,NA,2
449,449,449,5,57,8,49,1,NA,1,NA,1
450,450,450,6,77,1,76,2,NA,2,NA,2
451,451,451,1,68,6,62,1,NA,1,NA,1
452,452,452,2,60,7,53,2,NA,2,NA,2
453,453,453,3,61,4,57,1,NA,1,NA,1
454,454,454,4,79,9,70,2,NA,2,NA,2
455,455,455,5,81,7,74,1,NA,1,NA,1
456,456,456,6,65,6,59,2,NA,2,NA,2
457,457,457,1,48,10,38,1,NA,1,NA,1
458,458,458,2,97,4,93,2,NA,2,NA,2
459,459,459,3,15,4,11,1,NA,1,NA,1
460,460,460,4,75,5,70,2,NA,2,NA,2
461,461,461,5,64,5,59,1,NA,1,NA,1
462,462,462,6,19,9,10,2,NA,2,NA,2
463,463,463,1,34,1,33,1,NA,1,NA,1
464,464,464,2,16,9,7,2,NA,2,NA,2
465,465,465,3,46,2,44,1,NA,1,NA,1
466,466,466,4,31,4,27,2,NA,2,NA,2
467,467,467,5,88,1,87,1,NA,1,NA,1
468,468,468,6,100,5,95,2,NA,2,NA,2
469,469,469,1,81,4,77,1,NA,1,NA,1
470,470,470,2,5,10,-5,2,NA,2,NA,2
471,471,471,3,11,2,9,1,NA,1,NA,1
472,472,472,4,99,2,97,2,NA,2,NA,2
473,473,473,5,45,9,36,1,NA,1,NA,1
474,474,474,6,86,4,82,2,NA,2,NA,2
475,475,475,1,50,3,47,1,NA,1,NA,1
476,476,476,2,36,1,35,2,NA,2,NA,2
477,477,477,3,27,7,20,1,NA,1,NA,1
478,478,478,4,89,7,82,2,NA,2,NA,2
479,479,479,5,40,8,32,1,NA,1,NA,1
480,480,480,6,45,6,39,2,NA,2,NA,2
481,481,481,1,16,10,6,1,NA,1,NA,1
482,482,482,2,46,2,44,2,NA,2,NA,2
483,483,483,3,66,9,57,1,NA,1,NA,1
484,484,484,4,29,10,19,2,NA,2,NA,2
485,485,485,5,52,1,51,1,NA,1,NA,1
486,486,486,6,15,9,6,2,NA,2,NA,2
487,487,487,1,65,4,61,1,NA,1,NA,1
488,488,488,2,52,4,48,2,NA,2,NA,2
489,489,489,3,82,7,75,1,NA,1,NA,1
490,490,490,4,39,6,33,2,NA,2,NA,2
491,491,491,5,98,4,94,1,NA,1,NA,1
492,492,492,6,24,10,14,2,NA,2,NA,2
493,493,493,1,21,3,18,1,NA,1,NA,1
494,494,494,2,6,9,-3,2,NA,2,NA,2
495,495,495,3,75,5,70,1,NA,1,NA,1
496,496,496,4,46,7,39,2,NA,2,NA,2
497,497,497,5,96,10,86,1,NA,1,NA,1
498,498,498,6,35,5,30,2,NA,2,NA,2
499,499,499,1,63,1,62,1,NA,1,NA,1
500,500,500,2,21,8,13,2,NA,2,NA,2
501,501,501,3,78,10,68,1,NA,1,NA,1
502,502,502,4,75,8,67,2,NA,2,NA,2
503,503,503,5,2,2,0,1,NA,1,NA,1
504,504,504,6,43,7,36,2,NA,2,NA,2
505,505,505,1,100,6,94,1,NA,1,NA,1
506,506,506,2,51,10,41,2,NA,2,NA,2
507,507,507,3,2,8,-6,1,NA,1,NA,1
508,508,508,4,12,4,8,2,NA,2,NA,2
509,509,509,5,71,6,65,1,NA,1,NA,1
510,510,510,6,72,4,68,2,NA,2,NA,2
511,511,511,1,48,10,38,1,NA,1,NA,1
512,512,512,2,36,3,33,2,NA,2,NA,2
513,513,513,3,37,1,36,1,NA,1,NA,1
514,514,514,4,52,5,47,2,NA,2,NA,2
515,515,515,5,60,1,59,1,NA,1,NA,1
516,516,516,6,46,6,40,2,NA,2,NA,2
517,517,517,1,21,6,15,1,NA,1,NA,1
518,518,518,2,13,3,10,2,NA,2,NA,2
519,519,519,3,5,2,3,1,NA,1,NA,1
520,520,520,4,92,4,88,2,NA,2,NA,2
521,521,521,5,86,7,79,1,NA,1,NA,1
522,522,522,6,68,10,58,2,NA,2,NA,2
523,523,523,1,58,7,51,1,NA,1,NA,1
524,524,524,2,29,2,27,2,NA,2,NA,2
525,525,525,3,50,6,44,1,NA,1,NA,1
526,526,526,4,95,3,92,2,NA,2,NA,2
527,527,527,5,10,9,1,1,NA,1,NA,1
528,528,528,6,43,7,36,2,NA,2,NA,2
529,529,529,1,37,1,36,1,NA,1,NA,1
530,530,530,2,67,2,65,2,NA,2,NA,2
531,531,531,3,69,9,60,1,NA,1,NA,1
532,532,532,4,13,9,4,2,NA,2,NA,2
533,533,533,5,100,8,92,1,NA,1,NA,1
534,534,534,6,7,6,1,2,NA,2,NA,2
