"customer_id","id","product","qnty","price","totalprice","description","purchased","category","product_id","payment_id","user_id","created_at","updated_at","deleted_at","created_date","qnty_paid","created_at_ymd","country"
1,256,"Explicabo.",4,371,1484,"Dolores ut nam eveniet.",1,"9uzI7NiOao",33,134,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-12-21,4,"20241221","Saint Pierre &amp; Miquelon"
1,354,"Autlaborumquo.",2,201,402,"Commodi at et quis iusto.",0,"sUJN8HxgFg",346,117,3,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-04-16,0,"20240416","Saint Pierre &amp; Miquelon"
2,280,"Doloresvitae.",1,328,328,"Ex et architecto id et.",1,"NejL4wgj4w",374,107,1,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-08-17,1,"20240817","Cook Islands"
2,427,"Vitaesunt.",2,309,618,"Omnis aut et incidunt.",1,"sUJN8HxgFg",191,154,8,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-05-16,2,"20240516","Cook Islands"
2,346,"Sitnihil.",1,283,283,"Aut in qui sunt iure.",1,"Qrs72gsjGa",190,112,8,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2025-01-03,1,"20250103","Cook Islands"
2,310,"Idautem.",1,390,390,"Ipsum est rerum non aut.",0,"2X4ye9PhIh",356,118,8,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-11-01,0,"20241101","Cook Islands"
2,502,"Consequaturid.",2,209,418,"Ut molestiae magnam ipsa.",1,"bEUYRWupM5",195,183,7,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2025-01-16,2,"20250116","Cook Islands"
2,543,"Pariaturaut.",1,258,258,"In quam in autem quo.",0,"2X4ye9PhIh",127,198,5,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-04-04,0,"20240404","Cook Islands"
2,589,"Eaetcum.",2,227,454,"Unde rerum nemo ea qui.",1,"sUJN8HxgFg",177,103,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-09-25,2,"20240925","Cook Islands"
2,562,"Commodiaperiam.",3,298,894,"Et rem nemo sint.",1,"XDfFcXgT2G",195,189,1,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-04-11,3,"20240411","Cook Islands"
2,251,"Quiamaiores.",1,243,243,"Eos et dolores laborum.",0,"c8cv2wvB8l",240,116,9,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-09-27,0,"20240927","Cook Islands"
3,5,"Aliquid.",1,327,327,"In soluta non earum.",0,"2X4ye9PhIh",297,144,8,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-08-23,0,"20240823","Benin"
3,179,"Veroeum.",4,279,1116,"Et ut fugit iure.",0,"f3xiCdq81k",231,178,8,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-10-13,0,"20241013","Benin"
3,220,"Minuseligendi.",1,378,378,"Culpa aut harum qui sed.",1,"Qrs72gsjGa",266,113,5,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-10-10,1,"20241010","Benin"
3,35,"Voluptate.",1,241,241,"Optio vel nemo officiis.",0,"wbGnntQmil",251,131,1,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-07-23,0,"20240723","Benin"
3,531,"Autmagnamaut.",1,313,313,"In sed quia ut id.",0,"wbGnntQmil",85,195,7,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-02-22,0,"20240222","Benin"
3,661,"Molestiae.",4,354,1416,"Qui ut labore autem et.",0,"Qrs72gsjGa",283,111,3,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-05-16,0,"20240516","Benin"
3,607,"Etetsint.",4,328,1312,"Et saepe quod omnis.",1,"QydRVo7tLd",239,157,3,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-04-05,4,"20240405","Benin"
3,453,"Similiqueut.",2,248,496,"Qui aliquam quis et.",1,"QydRVo7tLd",190,180,4,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-06-18,2,"20240618","Benin"
3,388,"Voluptatumvel.",2,252,504,"Sed ut dolor alias enim.",0,"F8ioxlh8VT",95,108,1,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-06-09,0,"20240609","Benin"
3,637,"Asperioresnisi.",4,234,936,"Alias qui sit omnis.",1,"bEUYRWupM5",204,106,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-11-14,4,"20241114","Benin"
3,144,"Sitsimilique.",1,250,250,"Aliquid hic sint quod.",0,"0mocKkZUwr",51,130,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-11-27,0,"20241127","Benin"
3,326,"Fugitutvelit.",3,282,846,"Enim sunt officiis ullam.",1,"Qrs72gsjGa",116,189,7,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-07-15,3,"20240715","Benin"
3,42,"Assumenda.",2,399,798,"Rerum molestiae illo qui.",0,"4z9mSD6fzr",366,197,7,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-05-05,0,"20240505","Benin"
3,255,"Recusandae.",3,245,735,"Rem voluptas omnis iure.",1,"8FWOY90d3u",6,198,10,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-08-10,3,"20240810","Benin"
3,158,"Repellendus.",4,346,1384,"Aut aut soluta et rem.",1,"k7MRmVY0X8",350,184,9,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-09-06,4,"20240906","Benin"
3,208,"Minima.",4,322,1288,"Et aut sapiente ad.",1,"4z9mSD6fzr",14,155,3,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-12-03,4,"20241203","Benin"
3,435,"Utquamdebitis.",1,346,346,"Nihil natus ratione et.",0,"QydRVo7tLd",281,161,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-04-19,0,"20240419","Benin"
3,350,"Harumnonet.",2,335,670,"Eum sit sint quia enim.",0,"F8ioxlh8VT",390,188,2,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2025-01-02,0,"20250102","Benin"
3,161,"Verosapiente.",4,288,1152,"Et aut neque velit et.",1,"c8cv2wvB8l",46,106,6,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-11-06,4,"20241106","Benin"
3,639,"Rerumdicta.",1,393,393,"Modi nobis cum qui et.",1,"XDfFcXgT2G",36,135,6,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-11-17,1,"20241117","Benin"
4,641,"Inventorequi.",2,297,594,"Ut qui debitis sint.",1,"0mocKkZUwr",271,128,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-09-28,2,"20240928","Virgin Islands (US)"
4,360,"Etautcorporis.",1,357,357,"Autem ratione cum a est.",1,"NejL4wgj4w",25,179,6,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-11-01,1,"20241101","Virgin Islands (US)"
4,436,"Quissuntdicta.",2,372,744,"Rerum et nam nihil ipsam.",1,"2X4ye9PhIh",323,158,7,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-02-21,2,"20240221","Virgin Islands (US)"
4,32,"Nostrumqui.",3,326,978,"Odit vel sit et eos.",0,"bEUYRWupM5",5,188,8,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-02-19,0,"20240219","Virgin Islands (US)"
4,556,"Istequia.",1,399,399,"Et ratione est soluta.",1,"MY16uYysyt",68,126,2,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-08-07,1,"20240807","Virgin Islands (US)"
4,329,"Corporisid.",1,313,313,"Aliquam vel fuga et nam.",1,"4z9mSD6fzr",37,127,6,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-06-09,1,"20240609","Virgin Islands (US)"
4,235,"Exestsuntnon.",1,366,366,"Optio nihil ut dolor.",1,"4z9mSD6fzr",193,157,2,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2025-01-16,1,"20250116","Virgin Islands (US)"
4,504,"Doloresiste.",1,269,269,"Odit doloremque ipsa eum.",0,"bEUYRWupM5",29,139,2,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-07-01,0,"20240701","Virgin Islands (US)"
4,30,"Iureaperiam.",1,229,229,"Quia dolor sed et amet.",1,"bEUYRWupM5",199,186,2,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-04-16,1,"20240416","Virgin Islands (US)"
4,206,"Quametquaerat.",4,245,980,"Facilis aut sit eaque.",1,"RWmotgOYvt",378,191,8,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-05-15,4,"20240515","Virgin Islands (US)"
4,620,"Harumnonet.",1,309,309,"Amet aut sed iste.",1,"9uzI7NiOao",279,119,10,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-06-27,1,"20240627","Virgin Islands (US)"
4,82,"Maioresnobis.",2,306,612,"Quis autem iste voluptas.",1,"k7MRmVY0X8",26,170,1,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-04-25,2,"20240425","Virgin Islands (US)"
5,585,"Odioetomnis.",1,292,292,"Ut eius iusto itaque ex.",0,"Ns3an1ZfUF",355,141,5,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-09-09,0,"20240909","Faroe Islands"
5,572,"Beataemagnam.",2,245,490,"Rerum sed non ex est.",1,"MY16uYysyt",133,123,4,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-07-27,2,"20240727","Faroe Islands"
5,243,"Ipsum.",3,308,924,"Aperiam est eos aut.",1,"2X4ye9PhIh",176,195,6,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-11-17,3,"20241117","Faroe Islands"
5,277,"Culpaexpedita.",2,355,710,"Voluptas aut eos est.",1,"f3xiCdq81k",290,199,1,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-07-14,2,"20240714","Faroe Islands"
5,301,"Voluptatumvel.",4,264,1056,"Molestiae qui et magnam.",0,"Ns3an1ZfUF",175,119,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-06-24,0,"20240624","Faroe Islands"
5,662,"Idillorerum.",3,293,879,"Dolorem laborum aut sit.",1,"XDfFcXgT2G",42,126,8,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-08-07,3,"20240807","Faroe Islands"
5,342,"Repellatid.",1,207,207,"Molestias sit ut maiores.",1,"bEUYRWupM5",116,178,1,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2025-01-02,1,"20250102","Faroe Islands"
5,113,"Etmodinon.",3,333,999,"Nulla sint minus sit.",0,"4z9mSD6fzr",10,178,8,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-08-28,0,"20240828","Faroe Islands"
5,7,"Corporisqui.",4,277,1108,"Libero officia sit nisi.",0,"4z9mSD6fzr",341,154,3,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-08-18,0,"20240818","Faroe Islands"
5,601,"Optio.",1,361,361,"Cumque ad non aut.",1,"bEUYRWupM5",113,144,3,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-03-29,1,"20240329","Faroe Islands"
5,600,"Totam.",1,254,254,"Et aperiam rerum ipsum.",1,"F8ioxlh8VT",140,111,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-02-16,1,"20240216","Faroe Islands"
5,80,"Sintvel.",1,285,285,"Sint qui ut in culpa.",1,"MY16uYysyt",231,189,3,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-10-26,1,"20241026","Faroe Islands"
5,672,"Eaque.",1,200,200,"Qui dolorum fugit unde.",1,"bEUYRWupM5",235,192,2,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-04-15,1,"20240415","Faroe Islands"
5,204,"Quasideleniti.",2,202,404,"Rerum ut natus et ut.",1,"k7MRmVY0X8",326,121,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-05-15,2,"20240515","Faroe Islands"
6,591,"Culpaeiusat.",4,244,976,"Qui et et est dolore.",0,"0mocKkZUwr",11,105,5,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-05-08,0,"20240508","Cruise Ship"
6,66,"Autsaepe.",2,220,440,"Et aut sit et velit.",0,"bEUYRWupM5",80,194,8,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-02-24,0,"20240224","Cruise Ship"
6,115,"Rerumetatet.",2,276,552,"Nulla animi nam cum.",1,"MY16uYysyt",1,107,10,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-09-02,2,"20240902","Cruise Ship"
6,473,"Commodiet.",3,226,678,"Quia minima sed sapiente.",0,"8FWOY90d3u",382,174,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-06-14,0,"20240614","Cruise Ship"
6,512,"Harumearum.",4,242,968,"Dolore totam ut non.",1,"Qrs72gsjGa",408,119,4,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-04-05,4,"20240405","Cruise Ship"
6,39,"Blanditiis.",3,389,1167,"Sunt sint dicta qui.",1,"9BIOIxokpy",365,133,6,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-11-16,3,"20241116","Cruise Ship"
6,415,"Quiadipisci.",3,345,1035,"Hic unde omnis qui.",1,"NejL4wgj4w",109,165,5,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-03-05,3,"20240305","Cruise Ship"
6,546,"Vitaemagnam.",3,396,1188,"Ut officia amet ex quae.",0,"f3xiCdq81k",208,134,2,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-11-14,0,"20241114","Cruise Ship"
6,523,"Utnulla.",3,291,873,"Fuga et ea ipsam quo.",1,"0mocKkZUwr",12,176,5,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-11-14,3,"20241114","Cruise Ship"
6,454,"Velfugiat.",1,370,370,"Illo sequi voluptate rem.",0,"sUJN8HxgFg",148,139,1,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-03-23,0,"20240323","Cruise Ship"
6,210,"Nihildolorem.",3,303,909,"Impedit est quo quae.",0,"Ns3an1ZfUF",415,129,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-09-21,0,"20240921","Cruise Ship"
6,37,"Utvoluptate.",2,303,606,"Est et rerum ut.",0,"sUJN8HxgFg",124,190,1,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-11-16,0,"20241116","Cruise Ship"
6,331,"Eosquae.",2,391,782,"Non sed quia ipsum quod.",0,"NejL4wgj4w",5,123,10,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-07-06,0,"20240706","Cruise Ship"
6,424,"Doloremque.",2,231,462,"Dicta sed officiis ea et.",1,"2X4ye9PhIh",316,136,10,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2025-01-11,2,"20250111","Cruise Ship"
6,363,"Eaetcum.",4,274,1096,"Amet cum hic blanditiis.",1,"XDfFcXgT2G",307,129,3,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-11-04,4,"20241104","Cruise Ship"
6,58,"Eveniet.",3,390,1170,"Sed molestiae rerum aut.",0,"2X4ye9PhIh",29,195,9,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2025-01-14,0,"20250114","Cruise Ship"
6,92,"Ullamrerum.",2,352,704,"Illum rem est quisquam.",0,"Ns3an1ZfUF",402,185,2,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-12-30,0,"20241230","Cruise Ship"
6,184,"Eosvoluptates.",4,223,892,"Ab dolorem sint et nihil.",0,"c8cv2wvB8l",191,162,2,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-06-30,0,"20240630","Cruise Ship"
6,264,"Dolorvoluptate.",3,328,984,"Autem id id nam.",0,"NejL4wgj4w",104,158,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2025-01-08,0,"20250108","Cruise Ship"
6,464,"Similiqueoptio.",2,280,560,"Quia quasi aut et.",0,"8FWOY90d3u",42,102,10,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-05-01,0,"20240501","Cruise Ship"
6,137,"Culpaplaceat.",4,258,1032,"Cum suscipit sed et.",1,"F8ioxlh8VT",192,149,3,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-12-30,4,"20241230","Cruise Ship"
6,73,"Asperioresnisi.",1,342,342,"Quia a et velit saepe.",1,"8FWOY90d3u",24,193,7,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-02-18,1,"20240218","Cruise Ship"
6,488,"Consectetur.",3,352,1056,"Nisi et ab assumenda.",0,"bEUYRWupM5",370,128,3,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-08-26,0,"20240826","Cruise Ship"
6,45,"Doloreaestut.",3,255,765,"Aut a molestiae delectus.",0,"MY16uYysyt",216,187,1,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-03-13,0,"20240313","Cruise Ship"
7,369,"Estrem.",3,222,666,"Soluta est esse iste.",0,"sUJN8HxgFg",345,105,10,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-04-20,0,"20240420","Papua New Guinea"
7,165,"Debitissitrem.",4,380,1520,"Quis amet sint nam.",0,"Ns3an1ZfUF",269,163,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-05-13,0,"20240513","Papua New Guinea"
7,538,"Explicabo.",3,224,672,"A ut modi veniam atque.",1,"k7MRmVY0X8",245,122,6,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-08-30,3,"20240830","Papua New Guinea"
7,604,"Utnulla.",2,277,554,"Ex et voluptas sunt aut.",0,"f3xiCdq81k",183,129,1,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2025-01-13,0,"20250113","Papua New Guinea"
7,678,"Autvoluptatum.",2,258,516,"Sed pariatur ex id.",0,"9BIOIxokpy",58,162,6,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-05-09,0,"20240509","Papua New Guinea"
7,384,"Odioetomnis.",4,388,1552,"Sint enim ut deserunt.",1,"f3xiCdq81k",130,199,6,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-04-04,4,"20240404","Papua New Guinea"
7,451,"Aliquid.",1,215,215,"Ut magnam natus sed quia.",1,"f3xiCdq81k",250,162,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-09-20,1,"20240920","Papua New Guinea"
7,295,"Minima.",4,271,1084,"Qui et est sunt veniam.",1,"c8cv2wvB8l",239,171,5,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-10-11,4,"20241011","Papua New Guinea"
7,3,"Ipsumquaerat.",1,311,311,"Eum est dolorum et earum.",1,"F8ioxlh8VT",321,143,3,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-09-04,1,"20240904","Papua New Guinea"
7,575,"Voluptate.",4,361,1444,"Sit aut praesentium sed.",1,"k7MRmVY0X8",209,190,5,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-10-21,4,"20241021","Papua New Guinea"
7,446,"Sitmolestiae.",2,259,518,"Aut et et deserunt.",0,"XDfFcXgT2G",157,168,6,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-03-15,0,"20240315","Papua New Guinea"
7,555,"Autemplaceat.",3,206,618,"Aut et illo autem et.",1,"RWmotgOYvt",208,158,4,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-08-11,3,"20240811","Papua New Guinea"
7,54,"Quiadipisci.",2,235,470,"Dolor ullam quia debitis.",1,"wbGnntQmil",195,103,9,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-05-14,2,"20240514","Papua New Guinea"
7,558,"Inpraesentium.",1,245,245,"Ipsam et sequi eos sed.",1,"NejL4wgj4w",376,103,7,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-12-10,1,"20241210","Papua New Guinea"
7,337,"Quibusdameum.",2,303,606,"Est autem velit sit qui.",1,"c8cv2wvB8l",283,160,5,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-04-07,2,"20240407","Papua New Guinea"
7,167,"Commodiest.",1,218,218,"Et deleniti in voluptas.",0,"9BIOIxokpy",324,100,8,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-09-21,0,"20240921","Papua New Guinea"
7,118,"Etmodinon.",3,307,921,"Ab ut aliquid qui quia.",0,"9BIOIxokpy",2,124,9,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-03-30,0,"20240330","Papua New Guinea"
7,10,"Quosetneque.",2,278,556,"Harum rerum eius omnis.",0,"4z9mSD6fzr",341,101,10,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-08-08,0,"20240808","Papua New Guinea"
7,665,"Nullaprovident.",1,372,372,"Placeat eos culpa et.",1,"bEUYRWupM5",367,130,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-09-17,1,"20240917","Papua New Guinea"
7,476,"Quiaquisquam.",4,220,880,"Modi omnis optio et quo.",1,"XDfFcXgT2G",134,197,7,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-09-03,4,"20240903","Papua New Guinea"
8,444,"Veniamcumque.",2,390,780,"Quam id ut modi.",1,"8FWOY90d3u",36,147,4,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-08-28,2,"20240828","Burundi"
8,475,"Etquisquam.",3,370,1110,"Neque alias quia non.",1,"8FWOY90d3u",234,111,1,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-06-26,3,"20240626","Burundi"
8,534,"Quodsintnon.",3,314,942,"Et sed optio nisi qui.",1,"MY16uYysyt",35,132,1,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-04-05,3,"20240405","Burundi"
8,323,"Consequatureum.",3,215,645,"Sunt laborum ut voluptas.",1,"QydRVo7tLd",116,190,6,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-03-04,3,"20240304","Burundi"
8,149,"Etmolestias.",1,361,361,"Et laudantium aut enim.",1,"c8cv2wvB8l",153,143,8,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2025-01-01,1,"20250101","Burundi"
8,89,"Eumet.",1,271,271,"Harum qui non aut.",1,"XDfFcXgT2G",194,189,8,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2025-01-14,1,"20250114","Burundi"
8,484,"Remfugitipsum.",4,303,1212,"Ab labore qui sed.",0,"wbGnntQmil",343,166,3,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-06-04,0,"20240604","Burundi"
8,642,"Beataeest.",1,342,342,"Aut aut illo est nulla.",1,"XDfFcXgT2G",187,179,8,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-07-25,1,"20240725","Burundi"
8,43,"Quosetneque.",1,298,298,"Dolorem illum qui in.",0,"Ns3an1ZfUF",410,120,5,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-10-28,0,"20241028","Burundi"
8,578,"Quiaoccaecati.",1,322,322,"Nulla odit alias harum.",0,"9uzI7NiOao",373,137,7,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-05-15,0,"20240515","Burundi"
8,680,"Doloremqui.",3,245,735,"Qui placeat enim et quo.",0,"bEUYRWupM5",238,165,10,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-02-20,0,"20240220","Burundi"
8,465,"Ipsam.",2,247,494,"Officiis odit ipsa enim.",0,"NejL4wgj4w",182,142,4,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-09-16,0,"20240916","Burundi"
8,196,"Cumnihilsit.",2,200,400,"Non suscipit sint quod.",1,"4z9mSD6fzr",212,179,2,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-08-14,2,"20240814","Burundi"
