"id","amount","method","user_id","created_at","updated_at","created_date","created_at_ymd"
28,4063.86,"Visa",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-27,"20240927"
29,2696.23,"American Express",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2025-01-08,"20250108"
30,6526.97,"Visa",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-09,"20241109"
31,9482.87,"Visa",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-09,"20240609"
32,9626.32,"MasterCard",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-16,"20240416"
33,1872.49,"MasterCard",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2025-01-10,"20250110"
34,3482.34,"Visa",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-01,"20241101"
35,9269.08,"Visa",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-03,"20240703"
36,1069.77,"Visa Retired",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-12,"20241012"
37,7875.42,"Visa Retired",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-02,"20240602"
38,4394.86,"Visa",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-30,"20240430"
39,755.16,"MasterCard",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-24,"20241224"
40,8756.42,"MasterCard",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-21,"20240521"
41,3852.22,"MasterCard",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2025-01-02,"20250102"
42,6703.87,"Visa",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-21,"20241021"
43,5843.95,"American Express",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-15,"20241115"
44,3951.67,"MasterCard",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-03-10,"20240310"
45,9206.51,"MasterCard",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-28,"20241228"
46,3184.28,"Visa",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-08-27,"20240827"
47,2160.05,"Discover Card",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-03-15,"20240315"
48,4979.8,"American Express",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-13,"20241013"
49,5144.53,"Visa",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-20,"20241220"
50,6438.51,"Visa",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-13,"20240213"
51,3333.16,"JCB",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-18,"20240918"
52,8133.48,"JCB",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2025-01-11,"20250111"
53,1903.84,"Visa",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-25,"20240425"
54,9872.4,"Discover Card",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-29,"20241229"
55,7562.14,"MasterCard",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-07,"20240507"
56,235.2,"Visa",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-07,"20240707"
57,3085.57,"MasterCard",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-01,"20240601"
58,2257.4,"MasterCard",10,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-08-03,"20240803"
59,1762.53,"MasterCard",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-03,"20241203"
60,8624.09,"Discover Card",10,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-03-27,"20240327"
61,8750.1,"Visa",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-30,"20240530"
62,2978.87,"MasterCard",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-24,"20240924"
63,1177.7,"JCB",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-30,"20240530"
64,5711.27,"MasterCard",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2025-01-01,"20250101"
65,9245.34,"Discover Card",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-20,"20240920"
66,3452.6,"Visa",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-03-03,"20240303"
67,407.81,"Visa",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-04,"20240404"
68,3315.47,"Visa",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2025-01-08,"20250108"
69,652.93,"Visa",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-21,"20240221"
70,5466.9,"Visa",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-02,"20241002"
71,1383.38,"Visa",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-03-06,"20240306"
72,9973.73,"MasterCard",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-25,"20241025"
73,2995.9,"Visa",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-28,"20240928"
74,5858.41,"Visa",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-19,"20241219"
75,1236.02,"MasterCard",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-08-21,"20240821"
76,918.04,"Discover Card",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-08,"20240508"
77,6720.21,"Visa",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-14,"20240214"
78,8043.97,"MasterCard",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-10,"20241110"
79,7700.03,"Visa",10,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-11,"20240711"
80,2663.7,"MasterCard",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-18,"20241218"
81,3829.76,"Discover Card",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-18,"20240218"
82,4412.38,"Visa",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-18,"20240418"
83,9066.58,"MasterCard",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-15,"20241115"
84,9811.73,"American Express",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-03-21,"20240321"
85,6736.38,"MasterCard",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-27,"20240627"
86,169.89,"MasterCard",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-29,"20240529"
87,8139.94,"Visa",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-12,"20240912"
88,9600.11,"JCB",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-14,"20241114"
89,1816.29,"Visa",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-10,"20241110"
90,3404.08,"Visa",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-16,"20240516"
91,7660.4,"American Express",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2025-01-15,"20250115"
92,2689.66,"MasterCard",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-08-20,"20240820"
93,6281.93,"Visa",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-27,"20240227"
94,8443.08,"MasterCard",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-19,"20240919"
95,2327.99,"MasterCard",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-09,"20240609"
96,4161.88,"MasterCard",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-17,"20241117"
97,9264.51,"Visa",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-03-18,"20240318"
98,2511.71,"JCB",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-26,"20240726"
99,9117.03,"MasterCard",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-31,"20240731"
100,6250.49,"MasterCard",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-01,"20240501"
101,2813.33,"Visa",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-01,"20241101"
102,8621.17,"MasterCard",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-13,"20240213"
103,8209.09,"MasterCard",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-06,"20240706"
104,2910.41,"JCB",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-19,"20240219"
105,4481.09,"MasterCard",10,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-08-28,"20240828"
106,9868.78,"JCB",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-27,"20240627"
107,4840.34,"Visa",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-07,"20241107"
108,7528.99,"Visa",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-09,"20240609"
109,9671.34,"MasterCard",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-21,"20241121"
110,4593.66,"Discover Card",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-08-08,"20240808"
111,7047.21,"MasterCard",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-26,"20241226"
112,2641.31,"Visa",10,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-07,"20240607"
113,446.71,"Visa",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-17,"20240617"
114,3765.94,"American Express",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-28,"20241028"
115,4926.16,"MasterCard",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-05,"20241105"
116,3573.41,"Visa Retired",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-03,"20240703"
117,5290.07,"MasterCard",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-04,"20240404"
118,6148.99,"Discover Card",10,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-18,"20240418"
119,2295.41,"MasterCard",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-03,"20241103"
120,5394,"Visa",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-30,"20240530"
121,9726,"Visa Retired",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-23,"20240423"
122,1414.68,"MasterCard",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-06,"20240606"
123,890.58,"MasterCard",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-23,"20240523"
124,9466.66,"Visa",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-03,"20240503"
125,6671.77,"American Express",10,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-20,"20240920"
126,9348.83,"Visa",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-23,"20240223"
127,546.39,"MasterCard",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-27,"20240227"
128,8488.49,"MasterCard",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-23,"20240223"
129,5211.5,"Visa",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-11,"20240411"
130,5682.5,"JCB",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-03,"20240403"
131,8980.36,"Visa Retired",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-10,"20240410"
132,8457.74,"Visa",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-07,"20240407"
133,1891.22,"MasterCard",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-07,"20240907"
134,3911.74,"Visa",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-29,"20241029"
135,1658.28,"MasterCard",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-29,"20241129"
136,6509.19,"American Express",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-14,"20240214"
137,4904.27,"American Express",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-23,"20240723"
138,4481.2,"MasterCard",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-02,"20240702"
139,658.35,"Visa Retired",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-19,"20241219"
140,8703.93,"Visa",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-04,"20241204"
141,5492.16,"Discover Card",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-05,"20240705"
142,9861.97,"Visa",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-11,"20240511"
143,208.29,"MasterCard",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-13,"20240513"
144,4700.41,"MasterCard",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-15,"20241115"
145,3536.62,"American Express",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-11,"20240711"
146,8121.94,"Visa",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-12,"20240512"
147,1440.88,"Visa",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-18,"20240918"
148,5108.87,"Visa",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-18,"20240718"
149,7232.66,"JCB",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-25,"20241225"
150,746.8,"Visa",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-17,"20240417"
151,2229.06,"Visa",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-08-22,"20240822"
152,4260.86,"Visa",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-17,"20241017"
153,6787.42,"American Express",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-27,"20241027"
154,7396.54,"MasterCard",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-08-27,"20240827"
155,3398.37,"Visa",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-27,"20241127"
156,1473.65,"Visa",10,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-26,"20241226"
157,7546.15,"Visa",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-03-08,"20240308"
158,5710.39,"American Express",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-26,"20240926"
159,5047.98,"American Express",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-31,"20240731"
160,7793.54,"Visa",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-03-30,"20240330"
161,6055,"Discover Card",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-08,"20240208"
162,627.05,"MasterCard",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-24,"20240524"
163,9649.8,"MasterCard",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-18,"20240418"
164,1806.06,"Visa",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-19,"20241119"
165,635.94,"MasterCard",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-15,"20240415"
166,7163.95,"Visa",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-27,"20240427"
167,4604.95,"Visa",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-08,"20241008"
168,734.52,"MasterCard",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-18,"20241118"
169,7326.75,"Visa",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-03-06,"20240306"
170,6570.6,"American Express",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-08-12,"20240812"
171,6772.15,"Visa",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-25,"20240425"
172,5886.77,"MasterCard",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2025-01-21,"20250121"
173,9719.46,"Visa",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-19,"20241019"
174,1868.81,"Visa Retired",10,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-14,"20240714"
175,913.24,"MasterCard",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-17,"20240217"
176,4891.23,"Visa",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-14,"20241214"
177,765.49,"Visa",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-10,"20240510"
178,2285.18,"MasterCard",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-14,"20240214"
179,9694.12,"Visa",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-16,"20240516"
180,9152.74,"Visa",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-04,"20241004"
181,6031.5,"Visa",10,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-26,"20240626"
182,7476.24,"Visa Retired",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-08,"20240608"
183,5941.64,"MasterCard",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-08-11,"20240811"
184,9994.12,"MasterCard",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2025-01-15,"20250115"
185,834.14,"JCB",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-16,"20240416"
186,2607.23,"Visa",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-09,"20241109"
187,2459.11,"Visa Retired",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-30,"20240430"
188,5953.37,"Visa",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-04,"20241204"
189,2939.85,"Visa",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-01,"20240501"
190,6306.28,"Visa Retired",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-06,"20240406"
191,238.1,"Visa",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-24,"20240624"
192,3036.04,"MasterCard",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-30,"20240430"
193,1537.78,"Visa",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-10,"20241010"
194,7777.17,"Visa Retired",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-30,"20240430"
195,5361.85,"Visa",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-27,"20240727"
196,5288.24,"Visa",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-26,"20240626"
197,5346.77,"Discover Card",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-12,"20240512"
198,1415.12,"Visa",10,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-23,"20241123"
199,2702.25,"Discover Card",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-15,"20240915"
200,5355.91,"Visa",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-28,"20240928"
201,6088.57,"Discover Card",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-12,"20240412"
202,5530.55,"MasterCard",10,"2024-02-07 14:19:41","2024-02-07 14:19:41",2025-01-16,"20250116"
203,4370.28,"MasterCard",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-11,"20241011"
204,9132.63,"Visa Retired",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2025-01-21,"20250121"
205,914.78,"MasterCard",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-04,"20240904"
206,7404.82,"MasterCard",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-08-08,"20240808"
207,8100.37,"Visa",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-03-12,"20240312"
208,6555.83,"Visa Retired",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-12,"20241112"
209,4301.45,"Visa",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2025-01-09,"20250109"
210,6254.3,"MasterCard",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-18,"20240718"
211,3563.85,"Visa Retired",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-23,"20240923"
212,2873.38,"MasterCard",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-08-15,"20240815"
213,9586.66,"MasterCard",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-22,"20240522"
214,8817.47,"MasterCard",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-27,"20240927"
215,1496.9,"Visa",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-01,"20241001"
216,791.44,"American Express",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-01,"20240401"
217,5103.83,"MasterCard",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-11,"20241211"
218,2288.22,"MasterCard",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-26,"20240726"
219,5927.48,"JCB",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-21,"20240421"
220,7220.95,"Visa Retired",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-28,"20240528"
221,7277.96,"Visa",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-07-10,"20240710"
222,7953.53,"Visa",10,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-26,"20240226"
223,5683.18,"MasterCard",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-12,"20240412"
224,2560.93,"JCB",7,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-30,"20241230"
225,8449.1,"Visa",10,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-11,"20240411"
226,2024.18,"Visa",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-03-31,"20240331"
227,7345.87,"Visa",5,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-21,"20241221"
228,4939.07,"American Express",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-07,"20241007"
229,2680.62,"MasterCard",10,"2024-02-07 14:19:41","2024-02-07 14:19:41",2025-01-21,"20250121"
230,8263.67,"MasterCard",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-05,"20240605"
231,4171.94,"Visa",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-23,"20240223"
232,5095.24,"American Express",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-28,"20240428"
233,8037.85,"Visa",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-09-22,"20240922"
234,3453.6,"MasterCard",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-11-26,"20241126"
235,2250.39,"MasterCard",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-18,"20240618"
236,5141.75,"MasterCard",10,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-03-08,"20240308"
237,3265.56,"JCB",8,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-12,"20240512"
238,1294.2,"Visa",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-08,"20240208"
239,3715.32,"JCB",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-09,"20241209"
240,5525.87,"Visa",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-08-29,"20240829"
241,8166.18,"Discover Card",9,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-16,"20240616"
242,5214.51,"MasterCard",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-08-21,"20240821"
243,4134.47,"MasterCard",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-25,"20240625"
244,3237.33,"Visa",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-10-07,"20241007"
245,989.98,"MasterCard",4,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-31,"20240531"
246,6903.82,"Discover Card",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-02-24,"20240224"
247,4390.89,"MasterCard",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-04-07,"20240407"
248,5332.12,"MasterCard",2,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-08-25,"20240825"
249,5192,"MasterCard",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-08-09,"20240809"
250,6091.36,"JCB",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-05-07,"20240507"
251,953.26,"Visa",1,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-12-05,"20241205"
252,9140.68,"Visa",3,"2024-02-07 14:19:41","2024-02-07 14:19:41",2025-01-11,"20250111"
253,8574.68,"Visa",6,"2024-02-07 14:19:41","2024-02-07 14:19:41",2024-06-05,"20240605"
254,2950.09,"MasterCard",2,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-08-07,"20240807"
